#alpha3	indicator	year	index	rank
JPN	health	2018	0.979	41.0
JPN	health	2019	0.979	40.0
JPN	health	2020	0.978	65.0
JPN	pol	2006	0.0675	83.0
JPN	pol	2007	0.0675	94.0
JPN	pol	2008	0.0651	107.0
JPN	pol	2009	0.0651	110.0
JPN	pol	2010	0.0722	101.0
JPN	pol	2011	0.0724	101.0
JPN	pol	2012	0.0705	110.0
JPN	pol	2013	0.0603	118.0
JPN	pol	2014	0.0583	129.0
JPN	pol	2015	0.103	104.0
JPN	pol	2016	0.103	103.0
JPN	pol	2017	0.078	123.0
JPN	pol	2018	0.081	125.0
JPN	pol	2019	0.049	144.0
JPN	pol	2020	0.061	147.0
KAZ	glob	2006	0.6928	32.0
KAZ	glob	2007	0.6983	32.0
KAZ	glob	2008	0.6976	45.0
KAZ	glob	2009	0.7013	47.0
KAZ	glob	2010	0.7055	41.0
KAZ	glob	2011	0.701	49.0
KAZ	glob	2012	0.7213	31.0
KAZ	glob	2013	0.7218	32.0
KAZ	glob	2014	0.721	43.0
KAZ	glob	2015	0.719	47.0
KAZ	glob	2016	0.718	51.0
KAZ	glob	2017	0.713	52.0
KAZ	glob	2018	0.712	60.0
KAZ	glob	2019	0.71	72.0
KAZ	glob	2020	0.71	80.0
KAZ	eco	2006	0.7133	16.0
KAZ	eco	2007	0.7366	15.0
KAZ	eco	2008	0.7413	18.0
KAZ	eco	2009	0.7566	12.0
KAZ	eco	2010	0.7633	12.0
KAZ	eco	2011	0.7491	23.0
KAZ	eco	2012	0.7675	19.0
KAZ	eco	2013	0.7706	20.0
KAZ	eco	2014	0.7414	33.0
KAZ	eco	2015	0.749	36.0
KAZ	eco	2016	0.745	31.0
KAZ	eco	2017	0.744	30.0
KAZ	eco	2018	0.741	32.0
KAZ	eco	2019	0.742	37.0
KAZ	eco	2020	0.728	47.0
KAZ	edu	2006	0.9902	53.0
KAZ	edu	2007	0.9885	65.0
KAZ	edu	2008	0.9968	40.0
KAZ	edu	2009	0.9962	42.0
KAZ	edu	2010	0.9994	25.0
KAZ	edu	2011	0.9954	43.0
KAZ	edu	2012	0.9923	66.0
KAZ	edu	2013	0.9913	69.0
KAZ	edu	2014	0.9966	48.0
KAZ	edu	2015	1.0	28.0
KAZ	edu	2016	0.995	58.0
KAZ	edu	2017	0.997	48.0
KAZ	edu	2018	1.0	30.0
KAZ	edu	2019	0.995	63.0
KAZ	edu	2020	0.995	65.0
KAZ	health	2006	0.9791	36.0
KAZ	health	2007	0.9791	37.0
KAZ	health	2008	0.9791	38.0
KAZ	health	2009	0.9791	41.0
KAZ	health	2010	0.9796	1.0
KAZ	health	2011	0.9796	1.0
KAZ	health	2012	0.9796	1.0
KAZ	health	2013	0.9796	1.0
KAZ	health	2014	0.9796	1.0
KAZ	health	2015	0.98	1.0
KAZ	health	2016	0.98	1.0
KAZ	health	2017	0.979	36.0
KAZ	health	2018	0.979	42.0
KAZ	health	2019	0.975	74.0
KAZ	health	2020	0.98	55.0
KAZ	pol	2006	0.0888	69.0
KAZ	pol	2007	0.0888	77.0
KAZ	pol	2008	0.0731	101.0
KAZ	pol	2009	0.0731	102.0
KAZ	pol	2010	0.0799	96.0
KAZ	pol	2011	0.0801	98.0
KAZ	pol	2012	0.1458	61.0
KAZ	pol	2013	0.1458	65.0
KAZ	pol	2014	0.1662	66.0
KAZ	pol	2015	0.148	78.0
KAZ	pol	2016	0.153	77.0
KAZ	pol	2017	0.13	93.0
KAZ	pol	2018	0.13	94.0
KAZ	pol	2019	0.13	106.0
KAZ	pol	2020	0.141	106.0
KEN	glob	2006	0.6485	73.0
KEN	glob	2007	0.6508	83.0
KEN	glob	2008	0.6547	88.0
KEN	glob	2009	0.6512	97.0
KEN	glob	2010	0.6499	96.0
KEN	glob	2011	0.6493	99.0
KEN	glob	2012	0.6768	72.0
KEN	glob	2013	0.6803	78.0
KEN	glob	2014	0.7258	37.0
KEN	glob	2015	0.719	48.0
KEN	glob	2016	0.702	63.0
KEN	glob	2017	0.694	76.0
KEN	glob	2018	0.7	76.0
KEN	glob	2019	0.671	109.0
KEN	glob	2020	0.692	95.0
KEN	eco	2006	0.6575	40.0
KEN	eco	2007	0.6488	59.0
KEN	eco	2008	0.6928	41.0
KEN	eco	2009	0.6832	50.0
KEN	eco	2010	0.6151	82.0
KEN	eco	2011	0.6159	83.0
KEN	eco	2012	0.7243	35.0
KEN	eco	2013	0.7146	44.0
KEN	eco	2014	0.8104	9.0
KEN	eco	2015	0.778	25.0
KEN	eco	2016	0.71	48.0
KEN	eco	2017	0.72	44.0
KEN	eco	2018	0.734	37.0
KEN	eco	2019	0.598	114.0
KEN	eco	2020	0.672	84.0
KEN	edu	2006	0.9177	88.0
KEN	edu	2007	0.9337	97.0
KEN	edu	2008	0.9261	102.0
KEN	edu	2009	0.9089	106.0
KEN	edu	2010	0.9396	102.0
KEN	edu	2011	0.9362	101.0
KEN	edu	2012	0.9368	106.0
KEN	edu	2013	0.923	107.0
KEN	edu	2014	0.9229	115.0
KEN	edu	2015	0.942	113.0
KEN	edu	2016	0.943	116.0
KEN	edu	2017	0.929	120.0
KEN	edu	2018	0.929	122.0
KEN	edu	2019	0.938	126.0
KEN	edu	2020	0.929	126.0
KEN	health	2006	0.9663	96.0
KEN	health	2007	0.9681	104.0
KEN	health	2008	0.9681	105.0
KEN	health	2009	0.9681	110.0
KEN	health	2010	0.9677	101.0
KEN	health	2011	0.9677	102.0
KEN	health	2012	0.9677	103.0
KEN	health	2013	0.9677	102.0
KEN	health	2014	0.973	80.0
KEN	health	2015	0.973	85.0
KEN	health	2016	0.973	83.0
KEN	health	2017	0.98	1.0
KEN	health	2018	0.98	1.0
KEN	health	2019	0.98	1.0
KEN	health	2020	0.98	60.0
KEN	pol	2006	0.0528	93.0
KEN	pol	2007	0.0528	104.0
KEN	pol	2008	0.0319	121.0
KEN	pol	2009	0.0447	122.0
KEN	pol	2010	0.0774	98.0
KEN	pol	2011	0.0773	100.0
KEN	pol	2012	0.0786	103.0
KEN	pol	2013	0.1157	85.0
KEN	pol	2014	0.1969	48.0
KEN	pol	2015	0.182	62.0
KEN	pol	2016	0.182	64.0
KEN	pol	2017	0.147	83.0
KEN	pol	2018	0.159	82.0
KEN	pol	2019	0.169	85.0
KEN	pol	2020	0.193	79.0
KGZ	glob	2006	0.6741	52.0
KGZ	glob	2007	0.6653	70.0
KGZ	glob	2008	0.7045	41.0
KGZ	glob	2009	0.7058	41.0
KGZ	glob	2010	0.6973	51.0
KGZ	glob	2011	0.7036	44.0
KGZ	glob	2012	0.7013	54.0
KGZ	glob	2013	0.6948	63.0
KGZ	glob	2014	0.6974	67.0
KGZ	glob	2015	0.693	76.0
KGZ	glob	2016	0.687	81.0
KGZ	glob	2017	0.691	85.0
KGZ	glob	2018	0.691	86.0
KGZ	glob	2019	0.689	93.0
KGZ	glob	2020	0.681	108.0
KGZ	eco	2006	0.6865	26.0
KGZ	eco	2007	0.6529	57.0
KGZ	eco	2008	0.6816	47.0
KGZ	eco	2009	0.6866	46.0
KGZ	eco	2010	0.6796	52.0
KGZ	eco	2011	0.7071	43.0
KGZ	eco	2012	0.7039	46.0
KGZ	eco	2013	0.6789	60.0
KGZ	eco	2014	0.6801	62.0
KGZ	eco	2015	0.658	80.0
KGZ	eco	2016	0.651	83.0
KGZ	eco	2017	0.664	78.0
KGZ	eco	2018	0.662	78.0
KGZ	eco	2019	0.654	88.0
KGZ	eco	2020	0.646	100.0
KGZ	edu	2006	0.9952	32.0
KGZ	edu	2007	0.9936	43.0
KGZ	edu	2008	0.9933	63.0
KGZ	edu	2009	0.9936	59.0
KGZ	edu	2010	0.9953	48.0
KGZ	edu	2011	0.996	39.0
KGZ	edu	2012	0.99	74.0
KGZ	edu	2013	0.9888	77.0
KGZ	edu	2014	0.986	87.0
KGZ	edu	2015	0.989	81.0
KGZ	edu	2016	0.991	72.0
KGZ	edu	2017	0.99	79.0
KGZ	edu	2018	0.991	79.0
KGZ	edu	2019	0.99	82.0
KGZ	edu	2020	0.99	85.0
KGZ	health	2006	0.9796	1.0
KGZ	health	2007	0.9796	1.0
KGZ	health	2008	0.9796	1.0
KGZ	health	2009	0.9796	1.0
KGZ	health	2010	0.9796	1.0
KGZ	health	2011	0.9796	1.0
KGZ	health	2012	0.973	78.0
KGZ	health	2013	0.973	75.0
KGZ	health	2014	0.973	74.0
KGZ	health	2015	0.973	79.0
KGZ	health	2016	0.973	76.0
KGZ	health	2017	0.98	1.0
KGZ	health	2018	0.98	1.0
KGZ	health	2019	0.98	1.0
KGZ	health	2020	0.973	1.0
KGZ	pol	2006	0.0353	107.0
KGZ	pol	2007	0.0353	118.0
KGZ	pol	2008	0.1636	44.0
KGZ	pol	2009	0.1636	43.0
KGZ	pol	2010	0.1347	65.0
KGZ	pol	2011	0.1318	68.0
KGZ	pol	2012	0.1383	68.0
KGZ	pol	2013	0.1383	71.0
KGZ	pol	2014	0.1506	71.0
KGZ	pol	2015	0.153	76.0
KGZ	pol	2016	0.132	87.0
KGZ	pol	2017	0.13	92.0
KGZ	pol	2018	0.13	93.0
KGZ	pol	2019	0.13	105.0
KGZ	pol	2020	0.108	127.0
KHM	glob	2006	0.629	89.0
KHM	glob	2007	0.6353	98.0
KHM	glob	2008	0.6469	94.0
KHM	glob	2009	0.641	104.0
KHM	glob	2010	0.6482	97.0
KHM	glob	2011	0.6464	102.0
KHM	glob	2012	0.6457	103.0
KHM	glob	2013	0.6509	104.0
KHM	glob	2014	0.652	108.0
KHM	glob	2015	0.662	109.0
KHM	glob	2016	0.658	112.0
KHM	glob	2017	0.676	99.0
KHM	glob	2018	0.683	93.0
KHM	glob	2019	0.694	89.0
KHM	glob	2020	0.684	103.0
KHM	eco	2006	0.6754	29.0
KHM	eco	2007	0.664	52.0
KHM	eco	2008	0.6588	56.0
KHM	eco	2009	0.6488	65.0
KHM	eco	2010	0.6383	68.0
KHM	eco	2011	0.6315	75.0
KHM	eco	2012	0.6402	78.0
KHM	eco	2013	0.6514	77.0
KHM	eco	2014	0.654	77.0
KHM	eco	2015	0.681	63.0
KHM	eco	2016	0.659	77.0
KHM	eco	2017	0.698	56.0
KHM	eco	2018	0.719	45.0
KHM	eco	2019	0.759	25.0
KHM	eco	2020	0.729	46.0
KHM	edu	2006	0.809	105.0
KHM	edu	2007	0.8451	112.0
KHM	edu	2008	0.8559	114.0
KHM	edu	2009	0.8568	117.0
KHM	edu	2010	0.8655	115.0
KHM	edu	2011	0.8651	116.0
KHM	edu	2012	0.8714	116.0
KHM	edu	2013	0.8811	117.0
KHM	edu	2014	0.8833	124.0
KHM	edu	2015	0.891	127.0
KHM	edu	2016	0.897	128.0
KHM	edu	2017	0.921	121.0
KHM	edu	2018	0.938	119.0
KHM	edu	2019	0.939	124.0
KHM	edu	2020	0.919	128.0
KHM	health	2006	0.9796	1.0
KHM	health	2007	0.9796	1.0
KHM	health	2008	0.9796	1.0
KHM	health	2009	0.9796	1.0
KHM	health	2010	0.9796	1.0
KHM	health	2011	0.9796	1.0
KHM	health	2012	0.9796	1.0
KHM	health	2013	0.9796	1.0
KHM	health	2014	0.9796	1.0
KHM	health	2015	0.98	1.0
KHM	health	2016	0.98	1.0
KHM	health	2017	0.98	1.0
KHM	health	2018	0.975	75.0
KHM	health	2019	0.975	73.0
KHM	health	2020	0.977	46.0
KHM	pol	2006	0.0525	94.0
KHM	pol	2007	0.0525	105.0
KHM	pol	2008	0.0933	87.0
KHM	pol	2009	0.0786	98.0
KHM	pol	2010	0.1095	78.0
KHM	pol	2011	0.1093	78.0
KHM	pol	2012	0.0916	91.0
KHM	pol	2013	0.0916	96.0
KHM	pol	2014	0.0911	110.0
KHM	pol	2015	0.098	109.0
KHM	pol	2016	0.098	108.0
KHM	pol	2017	0.104	106.0
KHM	pol	2018	0.102	108.0
KHM	pol	2019	0.103	119.0
KHM	pol	2020	0.111	126.0
KOR	glob	2006	0.6157	92.0
KOR	glob	2007	0.6409	97.0
KOR	glob	2008	0.6154	108.0
KOR	glob	2009	0.6146	115.0
KOR	glob	2010	0.6342	104.0
KOR	glob	2011	0.6281	107.0
KOR	glob	2012	0.6356	108.0
KOR	glob	2013	0.6351	111.0
KOR	glob	2014	0.6403	117.0
KOR	glob	2015	0.651	115.0
KOR	glob	2016	0.649	116.0
KOR	glob	2017	0.65	118.0
KOR	glob	2018	0.657	115.0
KOR	glob	2019	0.672	108.0
KOR	glob	2020	nan	nan
KOR	eco	2006	0.4805	96.0
KOR	eco	2007	0.5803	90.0
KOR	eco	2008	0.4867	110.0
KOR	eco	2009	0.5204	113.0
KOR	eco	2010	0.5203	111.0
KOR	eco	2011	0.4934	117.0
KOR	eco	2012	0.5088	116.0
KOR	eco	2013	0.5036	118.0
KOR	eco	2014	0.5116	124.0
KOR	eco	2015	0.557	125.0
KOR	eco	2016	0.537	123.0
KOR	eco	2017	0.533	121.0
KOR	eco	2018	0.549	124.0
KOR	eco	2019	0.555	127.0
KOR	eco	2020	nan	nan
KOR	edu	2006	0.948	81.0
KOR	edu	2007	0.9488	94.0
KOR	edu	2008	0.9366	99.0
KOR	edu	2009	0.8936	109.0
KOR	edu	2010	0.9466	100.0
KOR	edu	2011	0.9481	97.0
KOR	edu	2012	0.9592	99.0
KOR	edu	2013	0.9592	100.0
KOR	edu	2014	0.9648	103.0
KOR	edu	2015	0.965	102.0
KOR	edu	2016	0.964	102.0
KOR	edu	2017	0.96	105.0
KOR	edu	2018	0.973	100.0
KOR	edu	2019	0.973	101.0
KOR	edu	2020	nan	nan
KOR	health	2006	0.967	94.0
KOR	health	2007	0.967	106.0
KOR	health	2008	0.967	107.0
KOR	health	2009	0.973	80.0
KOR	health	2010	0.973	79.0
KOR	health	2011	0.9736	78.0
KOR	health	2012	0.973	78.0
KOR	health	2013	0.973	75.0
KOR	health	2014	0.973	74.0
KOR	health	2015	0.973	79.0
KOR	health	2016	0.973	76.0
KOR	health	2017	0.973	84.0
KOR	health	2018	0.973	87.0
KOR	health	2019	0.98	1.0
KOR	health	2020	nan	nan
KOR	pol	2006	0.0673	84.0
KOR	pol	2007	0.0673	95.0
KOR	pol	2008	0.0714	102.0
KOR	pol	2009	0.0714	104.0
KOR	pol	2010	0.0969	86.0
KOR	pol	2011	0.0972	90.0
KOR	pol	2012	0.1015	86.0
KOR	pol	2013	0.1046	86.0
KOR	pol	2014	0.1117	93.0
KOR	pol	2015	0.107	101.0
KOR	pol	2016	0.12	92.0
KOR	pol	2017	0.134	90.0
KOR	pol	2018	0.134	92.0
KOR	pol	2019	0.179	79.0
KOR	pol	2020	nan	nan
KWT	glob	2006	0.6341	86.0
KWT	glob	2007	0.6409	96.0
KWT	glob	2008	0.6358	101.0
KWT	glob	2009	0.6356	105.0
KWT	glob	2010	0.6318	105.0
KWT	glob	2011	0.6322	105.0
KWT	glob	2012	0.632	109.0
KWT	glob	2013	0.6292	116.0
KWT	glob	2014	0.6457	113.0
KWT	glob	2015	0.646	117.0
KWT	glob	2016	0.624	128.0
KWT	glob	2017	0.628	129.0
KWT	glob	2018	0.63	126.0
KWT	glob	2019	0.65	122.0
KWT	glob	2020	0.621	143.0
KWT	eco	2006	0.5773	72.0
KWT	eco	2007	0.6036	80.0
KWT	eco	2008	0.5697	92.0
KWT	eco	2009	0.5571	106.0
KWT	eco	2010	0.5369	107.0
KWT	eco	2011	0.5407	107.0
KWT	eco	2012	0.5567	106.0
KWT	eco	2013	0.5252	115.0
KWT	eco	2014	0.6083	106.0
KWT	eco	2015	0.615	104.0
KWT	eco	2016	0.52	125.0
KWT	eco	2017	0.518	125.0
KWT	eco	2018	0.541	127.0
KWT	eco	2019	0.589	120.0
KWT	eco	2020	0.498	137.0
KWT	edu	2006	0.9932	40.0
KWT	edu	2007	0.9888	63.0
KWT	edu	2008	0.99	74.0
KWT	edu	2009	0.9807	86.0
KWT	edu	2010	0.9858	83.0
KWT	edu	2011	0.9834	84.0
KWT	edu	2012	0.9936	60.0
KWT	edu	2013	0.9936	57.0
KWT	edu	2014	0.9905	76.0
KWT	edu	2015	0.991	77.0
KWT	edu	2016	0.997	47.0
KWT	edu	2017	0.996	52.0
KWT	edu	2018	0.992	74.0
KWT	edu	2019	0.997	57.0
KWT	edu	2020	0.997	59.0
KWT	health	2006	0.9611	105.0
KWT	health	2007	0.9612	110.0
KWT	health	2008	0.9612	112.0
KWT	health	2009	0.9612	116.0
KWT	health	2010	0.9612	110.0
KWT	health	2011	0.9612	111.0
KWT	health	2012	0.9612	111.0
KWT	health	2013	0.9612	112.0
KWT	health	2014	0.9567	134.0
KWT	health	2015	0.957	137.0
KWT	health	2016	0.957	136.0
KWT	health	2017	0.969	117.0
KWT	health	2018	0.961	140.0
KWT	health	2019	0.961	143.0
KWT	health	2020	0.961	94.0
KWT	pol	2006	0.0047	114.0
KWT	pol	2007	0.0099	126.0
KWT	pol	2008	0.0224	125.0
KWT	pol	2009	0.0435	124.0
KWT	pol	2010	0.0435	114.0
KWT	pol	2011	0.0435	116.0
KWT	pol	2012	0.0165	130.0
KWT	pol	2013	0.037	126.0
KWT	pol	2014	0.0275	137.0
KWT	pol	2015	0.022	141.0
KWT	pol	2016	0.022	140.0
KWT	pol	2017	0.027	141.0
KWT	pol	2018	0.027	146.0
KWT	pol	2019	0.053	142.0
KWT	pol	2020	0.022	153.0
LAO	glob	2006	nan	nan
LAO	glob	2007	nan	nan
LAO	glob	2008	nan	nan
LAO	glob	2009	nan	nan
LAO	glob	2010	nan	nan
LAO	glob	2011	nan	nan
LAO	glob	2012	nan	nan
LAO	glob	2013	0.6993	60.0
LAO	glob	2014	0.7044	60.0
LAO	glob	2015	0.713	52.0
LAO	glob	2016	0.724	43.0
LAO	glob	2017	0.703	64.0
LAO	glob	2018	0.748	26.0
LAO	glob	2019	0.731	43.0
LAO	glob	2020	0.75	36.0
LAO	eco	2006	nan	nan
LAO	eco	2007	nan	nan
LAO	eco	2008	nan	nan
LAO	eco	2009	nan	nan
LAO	eco	2010	nan	nan
LAO	eco	2011	nan	nan
LAO	eco	2012	nan	nan
LAO	eco	2013	0.7999	8.0
LAO	eco	2014	0.8016	13.0
LAO	eco	2015	0.811	11.0
LAO	eco	2016	0.832	2.0
LAO	eco	2017	0.769	22.0
LAO	eco	2018	0.915	1.0
LAO	eco	2019	0.839	3.0
LAO	eco	2020	0.915	1.0
LAO	edu	2006	nan	nan
LAO	edu	2007	nan	nan
LAO	edu	2008	nan	nan
LAO	edu	2009	nan	nan
LAO	edu	2010	nan	nan
LAO	edu	2011	nan	nan
LAO	edu	2012	nan	nan
LAO	edu	2013	0.8948	113.0
LAO	edu	2014	0.9084	118.0
LAO	edu	2015	0.935	116.0
LAO	edu	2016	0.944	115.0
LAO	edu	2017	0.933	118.0
LAO	edu	2018	0.968	105.0
LAO	edu	2019	0.965	110.0
LAO	edu	2020	0.965	112.0
LAO	health	2006	nan	nan
LAO	health	2007	nan	nan
LAO	health	2008	nan	nan
LAO	health	2009	nan	nan
LAO	health	2010	nan	nan
LAO	health	2011	nan	nan
LAO	health	2012	nan	nan
LAO	health	2013	0.9669	106.0
LAO	health	2014	0.9721	86.0
LAO	health	2015	0.972	92.0
LAO	health	2016	0.972	90.0
LAO	health	2017	0.974	74.0
LAO	health	2018	0.971	98.0
LAO	health	2019	0.971	98.0
LAO	health	2020	0.939	57.0
LAO	pol	2006	nan	nan
LAO	pol	2007	nan	nan
LAO	pol	2008	nan	nan
LAO	pol	2009	nan	nan
LAO	pol	2010	nan	nan
LAO	pol	2011	nan	nan
LAO	pol	2012	nan	nan
LAO	pol	2013	0.1355	73.0
LAO	pol	2014	0.1355	81.0
LAO	pol	2015	0.132	84.0
LAO	pol	2016	0.146	79.0
LAO	pol	2017	0.137	87.0
LAO	pol	2018	0.137	89.0
LAO	pol	2019	0.15	98.0
LAO	pol	2020	0.146	104.0
LBN	glob	2006	nan	nan
LBN	glob	2007	nan	nan
LBN	glob	2008	nan	nan
LBN	glob	2009	nan	nan
LBN	glob	2010	0.6084	116.0
LBN	glob	2011	0.6083	118.0
LBN	glob	2012	0.603	122.0
LBN	glob	2013	0.6028	123.0
LBN	glob	2014	0.5923	135.0
LBN	glob	2015	0.598	138.0
LBN	glob	2016	0.598	135.0
LBN	glob	2017	0.596	137.0
LBN	glob	2018	0.595	140.0
LBN	glob	2019	0.599	145.0
LBN	glob	2020	0.638	132.0
LBN	eco	2006	nan	nan
LBN	eco	2007	nan	nan
LBN	eco	2008	nan	nan
LBN	eco	2009	nan	nan
LBN	eco	2010	0.4483	124.0
LBN	eco	2011	0.4482	123.0
LBN	eco	2012	0.4425	125.0
LBN	eco	2013	0.442	126.0
LBN	eco	2014	0.4321	133.0
LBN	eco	2015	0.439	136.0
LBN	eco	2016	0.44	133.0
LBN	eco	2017	0.44	133.0
LBN	eco	2018	0.432	136.0
LBN	eco	2019	0.442	139.0
LBN	eco	2020	0.487	139.0
LBN	edu	2006	nan	nan
LBN	edu	2007	nan	nan
LBN	edu	2008	nan	nan
LBN	edu	2009	nan	nan
LBN	edu	2010	0.9773	91.0
LBN	edu	2011	0.9773	90.0
LBN	edu	2012	0.9802	86.0
LBN	edu	2013	0.9796	87.0
LBN	edu	2014	0.9523	106.0
LBN	edu	2015	0.963	104.0
LBN	edu	2016	0.959	108.0
LBN	edu	2017	0.956	109.0
LBN	edu	2018	0.959	110.0
LBN	edu	2019	0.964	111.0
LBN	edu	2020	0.964	113.0
LBN	health	2006	nan	nan
LBN	health	2007	nan	nan
LBN	health	2008	nan	nan
LBN	health	2009	nan	nan
LBN	health	2010	0.9796	1.0
LBN	health	2011	0.9796	1.0
LBN	health	2012	0.9796	1.0
LBN	health	2013	0.9796	1.0
LBN	health	2014	0.9747	62.0
LBN	health	2015	0.97	103.0
LBN	health	2016	0.97	102.0
LBN	health	2017	0.97	109.0
LBN	health	2018	0.967	122.0
LBN	health	2019	0.967	124.0
LBN	health	2020	0.98	82.0
LBN	pol	2006	nan	nan
LBN	pol	2007	nan	nan
LBN	pol	2008	nan	nan
LBN	pol	2009	nan	nan
LBN	pol	2010	0.0283	127.0
LBN	pol	2011	0.0282	128.0
LBN	pol	2012	0.0099	131.0
LBN	pol	2013	0.0099	133.0
LBN	pol	2014	0.01	141.0
LBN	pol	2015	0.021	143.0
LBN	pol	2016	0.021	143.0
LBN	pol	2017	0.019	142.0
LBN	pol	2018	0.024	147.0
LBN	pol	2019	0.024	149.0
LBN	pol	2020	0.129	112.0
LBR	glob	2006	nan	nan
LBR	glob	2007	nan	nan
LBR	glob	2008	nan	nan
LBR	glob	2009	nan	nan
LBR	glob	2010	nan	nan
LBR	glob	2011	nan	nan
LBR	glob	2012	nan	nan
LBR	glob	2013	nan	nan
LBR	glob	2014	0.6461	111.0
LBR	glob	2015	0.652	112.0
LBR	glob	2016	0.652	114.0
LBR	glob	2017	0.669	107.0
LBR	glob	2018	0.681	96.0
LBR	glob	2019	0.685	97.0
LBR	glob	2020	0.693	94.0
LBR	eco	2006	nan	nan
LBR	eco	2007	nan	nan
LBR	eco	2008	nan	nan
LBR	eco	2009	nan	nan
LBR	eco	2010	nan	nan
LBR	eco	2011	nan	nan
LBR	eco	2012	nan	nan
LBR	eco	2013	nan	nan
LBR	eco	2014	0.6366	94.0
LBR	eco	2015	0.62	99.0
LBR	eco	2016	0.612	103.0
LBR	eco	2017	0.695	58.0
LBR	eco	2018	0.729	41.0
LBR	eco	2019	0.714	53.0
LBR	eco	2020	0.717	53.0
LBR	edu	2006	nan	nan
LBR	edu	2007	nan	nan
LBR	edu	2008	nan	nan
LBR	edu	2009	nan	nan
LBR	edu	2010	nan	nan
LBR	edu	2011	nan	nan
LBR	edu	2012	nan	nan
LBR	edu	2013	nan	nan
LBR	edu	2014	0.7744	135.0
LBR	edu	2015	0.806	136.0
LBR	edu	2016	0.797	137.0
LBR	edu	2017	0.772	138.0
LBR	edu	2018	0.792	141.0
LBR	edu	2019	0.839	141.0
LBR	edu	2020	0.839	142.0
LBR	health	2006	nan	nan
LBR	health	2007	nan	nan
LBR	health	2008	nan	nan
LBR	health	2009	nan	nan
LBR	health	2010	nan	nan
LBR	health	2011	nan	nan
LBR	health	2012	nan	nan
LBR	health	2013	nan	nan
LBR	health	2014	0.9671	112.0
LBR	health	2015	0.967	119.0
LBR	health	2016	0.967	118.0
LBR	health	2017	0.973	85.0
LBR	health	2018	0.968	118.0
LBR	health	2019	0.968	120.0
LBR	health	2020	0.965	136.0
LBR	pol	2006	nan	nan
LBR	pol	2007	nan	nan
LBR	pol	2008	nan	nan
LBR	pol	2009	nan	nan
LBR	pol	2010	nan	nan
LBR	pol	2011	nan	nan
LBR	pol	2012	nan	nan
LBR	pol	2013	nan	nan
LBR	pol	2014	0.2062	46.0
LBR	pol	2015	0.216	47.0
LBR	pol	2016	0.23	46.0
LBR	pol	2017	0.236	45.0
LBR	pol	2018	0.236	47.0
LBR	pol	2019	0.218	63.0
LBR	pol	2020	0.255	55.0
LKA	glob	2006	0.7199	13.0
LKA	glob	2007	0.723	15.0
LKA	glob	2008	0.7371	12.0
LKA	glob	2009	0.7402	16.0
LKA	glob	2010	0.7458	16.0
LKA	glob	2011	0.7212	31.0
LKA	glob	2012	0.7122	39.0
LKA	glob	2013	0.7019	55.0
LKA	glob	2014	0.6903	79.0
LKA	glob	2015	0.686	84.0
LKA	glob	2016	0.673	100.0
LKA	glob	2017	0.669	109.0
LKA	glob	2018	0.676	100.0
LKA	glob	2019	0.68	102.0
LKA	glob	2020	0.67	116.0
LKA	eco	2006	0.5447	84.0
LKA	eco	2007	0.557	94.0
LKA	eco	2008	0.5598	99.0
LKA	eco	2009	0.5734	99.0
LKA	eco	2010	0.6008	89.0
LKA	eco	2011	0.5598	102.0
LKA	eco	2012	0.5596	105.0
LKA	eco	2013	0.559	109.0
LKA	eco	2014	0.5908	109.0
LKA	eco	2015	0.577	120.0
LKA	eco	2016	0.53	124.0
LKA	eco	2017	0.521	123.0
LKA	eco	2018	0.549	125.0
LKA	eco	2019	0.558	126.0
LKA	eco	2020	0.547	132.0
LKA	edu	2006	0.9902	52.0
LKA	edu	2007	0.9902	56.0
LKA	edu	2008	0.9925	65.0
LKA	edu	2009	0.9916	68.0
LKA	edu	2010	0.9926	57.0
LKA	edu	2011	0.9329	103.0
LKA	edu	2012	0.9946	48.0
LKA	edu	2013	0.9946	48.0
LKA	edu	2014	0.9942	59.0
LKA	edu	2015	0.995	57.0
LKA	edu	2016	0.988	82.0
LKA	edu	2017	0.986	86.0
LKA	edu	2018	0.988	90.0
LKA	edu	2019	0.988	88.0
LKA	edu	2020	0.988	88.0
LKA	health	2006	0.9796	1.0
LKA	health	2007	0.9796	1.0
LKA	health	2008	0.9796	1.0
LKA	health	2009	0.9796	1.0
LKA	health	2010	0.9796	1.0
LKA	health	2011	0.9796	1.0
LKA	health	2012	0.9796	1.0
LKA	health	2013	0.9796	1.0
LKA	health	2014	0.9796	1.0
LKA	health	2015	0.98	1.0
LKA	health	2016	0.98	1.0
LKA	health	2017	0.98	1.0
LKA	health	2018	0.98	1.0
LKA	health	2019	0.98	1.0
LKA	health	2020	0.968	30.0
LKA	pol	2006	0.3652	7.0
LKA	pol	2007	0.3652	7.0
LKA	pol	2008	0.4164	5.0
LKA	pol	2009	0.4164	6.0
LKA	pol	2010	0.4103	6.0
LKA	pol	2011	0.4126	7.0
LKA	pol	2012	0.3151	22.0
LKA	pol	2013	0.2744	30.0
LKA	pol	2014	0.1965	50.0
LKA	pol	2015	0.193	59.0
LKA	pol	2016	0.196	57.0
LKA	pol	2017	0.188	65.0
LKA	pol	2018	0.188	65.0
LKA	pol	2019	0.193	73.0
LKA	pol	2020	0.167	90.0
LSO	glob	2006	0.6807	43.0
